relative_path,source_revision,content_sha256,classification,subsystem,source_review_status,reviewed_symbols_or_ranges,test_evidence,runtime_validation_status,issue_references,remaining_review
keystore_validation_boundary_test.go,d147a823262757065d7817a233c0327523916e2a,2b0122a48d6969336e77fb8657d918c7fe2e1390e6310f0cf394c07c7032db24,first-party test,keystore validation/conflict,OWNER_ACCEPTED_BOUNDED_SCOPE,Owner accepted 2026-09-19 after detached-review execution; provenance disclosed in report. Entire new file; see implementation report.,"reviews/OB-006-KEYSTORE-VALIDATION-IMPLEMENTATION-2026-09-19.md; targeted-ready and suite-ready manifests/logs; exact candidate archived; reviews/OB-006-KEYSTORE-VALIDATION-DETACHED-REVIEW-2026-09-19.md; reviewer 20 targeted and 39 safety passes, 40 subtests; raw AppData evidence LOCAL ONLY",TARGETED_AND_SUITE_EVIDENCE_SCOPED_TO_SYMBOLS,OB-006; OB-011 residual,Multi-store atomicity; concurrent writers; retained generations; GenerateKey/catalog coordination; broader ACL/key-security validation. Rest of pipeline remains partial. Publication adds no new runtime validation.
config.go,3ea444ae528af7343818142c867a8f955f9252aa,fcfb81fe8c317522806e0cc0742688a9650d0958983c7fb95f9c0e1adaae1789,first-party production,configuration initialization,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. R1 no-replace publication and lifecycle; R2 container first-use guidance. Existing accepted read/update behavior preserved.,reviews/OBX-004-CONFIG-READ-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md; target/safety/full; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004 R1/P1; R2/P2,"Focused recheck; no general concurrency, job-loading, Docker runtime or repository-wide certification; job-loading and broader storage/concurrency/transaction/ACL residuals remain open"
config_boundary_test.go,3ea444ae528af7343818142c867a8f955f9252aa,5e70cd6fed9fab23d7033a8149f9498b27858645a9e38045beb36629bc72e897,first-party test,configuration,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: new file; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
config_read_safety_test.go,3ea444ae528af7343818142c867a8f955f9252aa,93ca9201dd4d0d7d4fae63abddfa143de841ee55f17b7b8fb09ddcee59b6bc9e,first-party test,configuration,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: new file; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
config_test_helpers_test.go,3ea444ae528af7343818142c867a8f955f9252aa,747129bac34f36f514b665fff335c663de48242e1968af4cb5ed57d190f98e96,first-party test,configuration,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. Configuration read/publication/caller propagation or explicit fixture initialization; historical coverage retained at parent,reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md; target-ready and suite-ready; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004,Separate review of new candidate; no full-file safety conclusion. Prior residual: new file; job-loading and broader storage/concurrency/transaction/ACL residuals remain open
docs/development/REVIEW_COVERAGE.csv,WORKTREE evidence on 26918c5b8ed01ea301fc9a4c7658e19054a73632,,review evidence,configuration review,EXCLUDED_CURRENT_EVIDENCE,Controlling review preserved; current follow-up evidence does not imply approval,Follow-up report; final identities in external manifest,NOT_APPLICABLE,OBX-004 R1/R2,Focused recheck of implementation and evidence
docs/development/reviews/OBX-004-CONFIG-READ-SAFETY-IMPLEMENTATION-2026-09-19.md,WORKTREE on 26918c5b8ed01ea301fc9a4c7658e19054a73632,,review evidence,configuration review,EXCLUDED_CURRENT_EVIDENCE,"Current evidence, not source coverage; exact final hashes in local final-artifact-identities.json",Implementation report,NOT_APPLICABLE,OBX-004,Evidence to inspect during separate candidate review
config_init_cli_test.go,3ea444ae528af7343818142c867a8f955f9252aa,17e8a8ec07c5b1c90a598010ee3aaadd32bb251fd76f3d5544f571ec55eed3de,first-party test,configuration initialization,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. R1 no-replace publication and lifecycle; R2 container first-use guidance. Existing accepted read/update behavior preserved.,reviews/OBX-004-CONFIG-READ-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md; target/safety/full; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004 R1/P1; R2/P2,"Focused recheck; no general concurrency, job-loading, Docker runtime or repository-wide certification; job-loading and broader storage/concurrency/transaction/ACL residuals remain open"
config_init_fault_test.go,3ea444ae528af7343818142c867a8f955f9252aa,de8dee21c086f823d7f21f27c89f7fe73c6c1bd4ff4c7a66d961c0deba9f193d,first-party test,configuration initialization,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. R1 no-replace publication and lifecycle; R2 container first-use guidance. Existing accepted read/update behavior preserved.,reviews/OBX-004-CONFIG-READ-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md; target/safety/full; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004 R1/P1; R2/P2,"Focused recheck; no general concurrency, job-loading, Docker runtime or repository-wide certification; job-loading and broader storage/concurrency/transaction/ACL residuals remain open"
config_init_safety_test.go,3ea444ae528af7343818142c867a8f955f9252aa,ead694d9843336530f34b8049b72edcc5a3e8216d84eb66c15e49eb90330ca73,first-party test,configuration initialization,OWNER_ACCEPTED_BOUNDED_CONFIG_SCOPE,Accepted configuration read/update/initialization/caller slice only; no whole-file certification. R1 no-replace publication and lifecycle; R2 container first-use guidance. Existing accepted read/update behavior preserved.,reviews/OBX-004-CONFIG-READ-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md; target/safety/full; reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,BOUNDED_TESTS_EXECUTED,OBX-004 R1/P1; R2/P2,"Focused recheck; no general concurrency, job-loading, Docker runtime or repository-wide certification; job-loading and broader storage/concurrency/transaction/ACL residuals remain open"
docs/development/reviews/OBX-004-CONFIG-READ-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md,WORKTREE evidence on 26918c5b8ed01ea301fc9a4c7658e19054a73632,,review evidence,configuration review,EXCLUDED_CURRENT_EVIDENCE,Controlling review preserved; current follow-up evidence does not imply approval,Follow-up report; final identities in external manifest,NOT_APPLICABLE,OBX-004 R1/R2,Focused recheck of implementation and evidence
docs/development/reviews/OBX-004-CONFIG-READ-SAFETY-DETACHED-REVIEW-2026-09-19.md,WORKTREE evidence on 26918c5b8ed01ea301fc9a4c7658e19054a73632,0d3585014f6fab7d4f41c87b1c4c9da2fb5893830535776fb0b7944e65c68e76,review evidence,configuration review,EXCLUDED_CURRENT_EVIDENCE,Controlling review preserved; current follow-up evidence does not imply approval,Follow-up report; final identities in external manifest,NOT_APPLICABLE,OBX-004 R1/R2,Focused recheck of implementation and evidence
docs/development/reviews/OBX-004-CONFIG-READ-SAFETY-FOCUSED-RECHECK-2026-09-19.md,publication evidence,c41a50a020896900dd1ab2331ad54769c71abcb065104b4f3f9f3c7740117d2e,review evidence,configuration review,R1_R2_CLOSED,Bounded focused recheck; accurate shared-context provenance,39 top-level / 48 subtest passes; separate dangling-link probe; preserved-source red reproduction,REVIEW_EVIDENCE,OBX-004,Docker runtime and documented platform/storage residuals unverified
job_load.go,58711f5d13132246fe048cd8f749cf16d67c1fc1,b41fee17f7d0b56e50c5906032bc5b2af01f9bf7dc971eeec7025908f60aec29,first-party production,job loading,OWNER_ACCEPTED_BOUNDED_JOB_LOADING_SCOPE,"Complete new decoder, read/load/adoption and retained-store refusal functions",reviews/OBX-004-JOB-LOAD-SAFETY-IMPLEMENTATION-2026-09-19.md; reviews/OBX-004-JOB-LOAD-SAFETY-FOCUSED-RECHECK-2026-09-19.md,AUTHOR_TESTED_BOUNDED_SCOPE,OBX-004,"Owner accepted bounded job-loading slice and restore-member R1 closure; earlier outside-scope residuals remain. Not whole-file certification; storage identity, cross-file transactions, concurrent writers and runtime limitations remain open."
job_load_safety_test.go,58711f5d13132246fe048cd8f749cf16d67c1fc1,15e64496b0a33c480d8f87aa6c74674d7a0c3d08b8869b5a4a01e1912df0645c,first-party test,job loading,OWNER_ACCEPTED_BOUNDED_JOB_LOADING_SCOPE,Complete new regression file,reviews/OBX-004-JOB-LOAD-SAFETY-IMPLEMENTATION-2026-09-19.md; reviews/OBX-004-JOB-LOAD-SAFETY-FOCUSED-RECHECK-2026-09-19.md,AUTHOR_TESTED_BOUNDED_SCOPE,OBX-004,"Owner accepted bounded job-loading slice and restore-member R1 closure; earlier outside-scope residuals remain. Not whole-file certification; storage identity, cross-file transactions, concurrent writers and runtime limitations remain open."
job_load_boundary_test.go,58711f5d13132246fe048cd8f749cf16d67c1fc1,7e8b9bef507f24ab7b11537c48c56cd5a8c63e1f29b341451256ccd718fe5dd7,first-party test,job loading,OWNER_ACCEPTED_BOUNDED_JOB_LOADING_SCOPE,Complete new regression file,reviews/OBX-004-JOB-LOAD-SAFETY-IMPLEMENTATION-2026-09-19.md; reviews/OBX-004-JOB-LOAD-SAFETY-FOCUSED-RECHECK-2026-09-19.md,AUTHOR_TESTED_BOUNDED_SCOPE,OBX-004,"Owner accepted bounded job-loading slice and restore-member R1 closure; earlier outside-scope residuals remain. Not whole-file certification; storage identity, cross-file transactions, concurrent writers and runtime limitations remain open."
job_load_cli_test.go,58711f5d13132246fe048cd8f749cf16d67c1fc1,dcc3111bc7b373e3f520990b35122216788939391c14c522ad6aeeccaa2ae0e3,first-party test,job loading,OWNER_ACCEPTED_BOUNDED_JOB_LOADING_SCOPE,Complete new regression file,reviews/OBX-004-JOB-LOAD-SAFETY-IMPLEMENTATION-2026-09-19.md; reviews/OBX-004-JOB-LOAD-SAFETY-FOCUSED-RECHECK-2026-09-19.md,AUTHOR_TESTED_BOUNDED_SCOPE,OBX-004,"Owner accepted bounded job-loading slice and restore-member R1 closure; earlier outside-scope residuals remain. Not whole-file certification; storage identity, cross-file transactions, concurrent writers and runtime limitations remain open."
docs/development/reviews/OBX-004-JOB-LOAD-SAFETY-IMPLEMENTATION-2026-09-19.md,WORKTREE evidence on da22f1d9895d5350142a6f9b05ac41f0a920e170,,implementation evidence,job loading,AUTHOR_EVIDENCE_NOT_REVIEW,Current implementation evidence; final manifest outside repository excludes self-hash cycle,reviews/OBX-004-JOB-LOAD-SAFETY-IMPLEMENTATION-2026-09-19.md,NOT_APPLICABLE,OBX-004,New candidate not accepted; historical configuration publication unchanged
job_restore_members_test.go,58711f5d13132246fe048cd8f749cf16d67c1fc1,fae4b99e1ca0137baf29f13f8d6bdb2ad4a499e08746cfdde4583c82a4ab41f7,first-party test,appbackup,OWNER_ACCEPTED_BOUNDED_JOB_LOADING_SCOPE,"Real restore aliases, ordered duplicate records, manifest duplicates, prepublication and original-store preservation",reviews/OBX-004-JOB-LOAD-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md; reviews/OBX-004-JOB-LOAD-SAFETY-FOCUSED-RECHECK-2026-09-19.md,AUTHOR_TESTED_BOUNDED_SCOPE,OBX-004 R1,"Owner accepted bounded job-loading slice and restore-member R1 closure; earlier outside-scope residuals remain. Not whole-file certification; storage identity, cross-file transactions, concurrent writers and runtime limitations remain open."
docs/development/reviews/OBX-004-JOB-LOAD-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md,WORKTREE evidence on da22f1d9895d5350142a6f9b05ac41f0a920e170,,implementation evidence,job restore-member correction,AUTHOR_EVIDENCE_NOT_REVIEW,Correction report and external final identities,reviews/OBX-004-JOB-LOAD-SAFETY-REVIEW-FOLLOWUP-2026-09-19.md,NOT_APPLICABLE,OBX-004 R1,Await targeted reviewer recheck; not accepted or published
docs/development/reviews/OBX-004-JOB-LOAD-SAFETY-REVIEW-2026-09-19.md,publication evidence,16214a00a95cae3f128b05090dd4e883a0e0e67f88fba9f0ed56baf51af65dd4,review evidence,job loading,HISTORICAL_NEEDS_CHANGES,Bounded job review; accurate shared-session provenance,docs/development/reviews/OBX-004-JOB-LOAD-SAFETY-REVIEW-2026-09-19.md,REVIEW_EVIDENCE,OBX-004 R1,Historical reports preserved; no repository-wide or hardware qualification
docs/development/reviews/OBX-004-JOB-LOAD-SAFETY-FOCUSED-RECHECK-2026-09-19.md,publication evidence,ce5c1197672555185a49b09b26d1d351aea5341035c9ee56790cb6d855c89cb1,review evidence,job loading,R1_CLOSED_OWNER_ACCEPTED,Bounded job review; accurate shared-session provenance,docs/development/reviews/OBX-004-JOB-LOAD-SAFETY-FOCUSED-RECHECK-2026-09-19.md,REVIEW_EVIDENCE,OBX-004 R1,Historical reports preserved; no repository-wide or hardware qualification
"scripts/gui-preview/app.mjs","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","6603cde882acb7f213d19220ec6e642c898f34285da1895cb6a045bbab582f1e","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
"scripts/gui-preview/browser-check.mjs","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","00836f897aea31b3b8c207f9ef3bed7fba5f39bf2811f5939333875b10449226","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
"scripts/gui-preview/fixtures.mjs","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","0c1c7901dec126e906352d9759e31627e2b8d173995343387d382f0f3c980628","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
"scripts/gui-preview/index.html","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","d0bc31a3d32fc24ddce3b92d55aeec8b6e87903eb8d7b3e1872fe29f88a0875c","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
"scripts/gui-preview/preview.test.mjs","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","440c7bfc9bd0357eb0302b3b74f3b1fa683df2714f2b5ba278efceefd7d91d1d","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
"scripts/gui-preview/README.md","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","66550acd1e93f51d1815e69497e1ea3cb86bda706980980f5a24233959e3db59","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
"scripts/gui-preview/server.mjs","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","16bbff4d0ab8379cb2616282572e04a5f60daaa4e530c1e20ca7f3a37d257984","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
"scripts/gui-preview/style.css","WORKTREE on 05cf50afc004803e1c0de20a6ce444f6a538c24d","63977a4d8dbcf3c2a6ea55cc2c291a7aae2c3d75431ab52c68cc93abc0538506","isolated synthetic preview","GUI preview","AUTHOR_CANDIDATE_NOT_REVIEWED","New preview surface; no production source coverage","reviews/GUI-PREVIEW-IMPLEMENTATION-2026-09-19.md","7 Node tests; separately 33 browser assertions; documentation not runtime","","Owner inspection; Figma frames; separate technical review; full accessibility and production integration deferred"
